MacDeviceID,DeviceName,UserKey,RegionKey,BUKey,SerialNumber,Model,OSVersion,EnrollmentDate,LastCheckInDate,Status
MAC-00798,MAC-USW-00798,10264,2,12,C02J71JBXX4,Mac mini,macOS 15.4,2025-05-31,2026-07-06,Managed
MAC-00799,MAC-SEA-00799,1199,5,2,C02S8K2U9ME,MacBook Pro 16,macOS 15.5,2025-04-26,2026-07-04,Managed
MAC-00800,MAC-EUW-00800,817,4,7,C02O0GR1FBP,MacBook Pro 14,macOS 15.4,2024-08-25,2026-07-05,Managed
MAC-00801,MAC-SEA-00801,5577,5,9,C02EZO6MLPO,MacBook Pro 16,macOS 15.5,2024-09-23,2026-06-25,Managed
MAC-00802,MAC-BRS-00802,711,6,12,C02G0KU28FW,MacBook Pro 16,macOS 15.5,2026-01-17,2026-07-07,Managed
MAC-00803,MAC-SEA-00803,5181,5,4,C025LBJ0OB1,MacBook Pro 14,macOS 14.7,2025-11-23,2026-07-07,Managed
MAC-00804,MAC-BRS-00804,10591,6,4,C028R34R3XM,iMac 24,macOS 15.5,2026-02-26,2026-07-05,Managed
MAC-00805,MAC-USW-00805,12221,2,5,C025ANUKOQL,MacBook Air 13,macOS 15.5,2026-04-06,2026-07-05,Managed
MAC-00806,MAC-SEA-00806,1092,5,8,C02Y7LIIUG7,MacBook Pro 14,macOS 14.7,2024-09-06,2026-07-07,Managed
MAC-00807,MAC-BRS-00807,9383,6,5,C02SMBBVJEW,MacBook Pro 16,macOS 15.5,2025-08-20,2026-07-05,Managed
MAC-00808,MAC-USE-00808,13986,1,5,C02AY2GGTNA,Mac mini,macOS 15.4,2025-01-06,2026-07-05,Managed
MAC-00809,MAC-BRS-00809,13265,6,1,C02K2RRA6FS,MacBook Pro 14,macOS 14.7,2025-02-20,2026-07-04,Managed
MAC-00810,MAC-SEA-00810,12403,5,12,C027T3B02TV,MacBook Pro 16,macOS 15.5,2024-11-06,2026-07-04,Managed
MAC-00811,MAC-EUW-00811,13080,4,12,C024ZAW5ASN,Mac mini,macOS 15.4,2025-12-19,2026-07-07,Managed
MAC-00812,MAC-USE-00812,6594,1,1,C02QD2ASXKJ,MacBook Pro 14,macOS 15.4,2026-06-03,2026-07-07,Managed
MAC-00813,MAC-EUN-00813,4479,3,6,C02KZDWGFWL,MacBook Pro 14,macOS 15.5,2024-08-14,2026-06-27,Managed
MAC-00814,MAC-EUW-00814,4044,4,8,C022WWU8EUA,MacBook Pro 14,macOS 15.5,2024-11-17,2026-07-04,Managed
MAC-00815,MAC-USE-00815,6272,1,10,C02H4RBDM72,MacBook Air 13,macOS 15.4,2024-12-07,2026-07-04,Managed
MAC-00816,MAC-USW-00816,3238,2,11,C025B38T95S,MacBook Pro 16,macOS 14.7,2024-11-24,2026-07-07,Managed
MAC-00817,MAC-EUN-00817,7148,3,11,C024HF46KE0,MacBook Pro 14,macOS 15.5,2026-02-11,2026-07-04,Managed
MAC-00818,MAC-BRS-00818,6502,6,9,C0292KKGN8G,MacBook Pro 16,macOS 15.5,2024-12-06,2026-07-04,Managed
MAC-00819,MAC-BRS-00819,9820,6,7,C027UG2T0N5,MacBook Pro 14,macOS 15.4,2024-12-25,2026-07-06,Enrollment Pending
MAC-00820,MAC-SEA-00820,11332,5,2,C020Q9OPYMS,MacBook Pro 16,macOS 15.4,2025-06-26,2026-07-06,Managed
MAC-00821,MAC-EUW-00821,3331,4,7,C02670SM3RW,MacBook Pro 14,macOS 15.5,2025-10-21,2026-07-04,Managed
MAC-00822,MAC-EUW-00822,10270,4,9,C02FNW1HPL3,iMac 24,macOS 15.4,2024-12-29,2026-07-05,Managed
MAC-00823,MAC-EUN-00823,12284,3,1,C02V5W8P6YJ,MacBook Pro 16,macOS 15.5,2024-12-29,2026-07-05,Managed
MAC-00824,MAC-SEA-00824,306,5,3,C02CM2DQOU6,MacBook Pro 16,macOS 15.5,2024-08-26,2026-07-04,Managed
MAC-00825,MAC-EUN-00825,7287,3,8,C02AZ8W5QAV,MacBook Pro 14,macOS 15.4,2026-05-14,2026-07-06,Managed
MAC-00826,MAC-EUN-00826,8645,3,7,C02OR0QTVQI,MacBook Air 13,macOS 14.7,2025-11-03,2026-07-05,Retired
MAC-00827,MAC-EUN-00827,65,3,10,C021G6CP7U7,MacBook Pro 14,macOS 15.4,2025-04-06,2026-05-14,Managed
MAC-00828,MAC-USE-00828,8849,1,9,C02SWZ72O8I,iMac 24,macOS 14.7,2024-10-20,2026-07-05,Managed
MAC-00829,MAC-BRS-00829,1010,6,10,C02EG8FCCB3,MacBook Air 13,macOS 15.5,2025-11-29,2026-07-06,Managed
MAC-00830,MAC-BRS-00830,13064,6,6,C02BJOIZE7S,MacBook Pro 14,macOS 15.4,2025-06-24,2026-07-07,Managed
MAC-00831,MAC-EUW-00831,2295,4,7,C02QZ8CY33W,MacBook Pro 16,macOS 15.5,2024-08-14,2026-07-06,Managed
MAC-00832,MAC-EUW-00832,7111,4,2,C02IW1JD02C,MacBook Pro 16,macOS 15.5,2025-04-15,2026-07-07,Needs Attention
MAC-00833,MAC-SEA-00833,2263,5,9,C0237PGAL8B,MacBook Pro 16,macOS 14.7,2026-06-02,2026-07-07,Managed
MAC-00834,MAC-EUW-00834,2534,4,1,C02DYTIISF1,Mac mini,macOS 15.5,2025-11-05,2026-07-05,Managed
MAC-00835,MAC-USW-00835,493,2,3,C02X4321K8H,iMac 24,macOS 15.4,2024-08-17,2026-07-07,Managed
MAC-00836,MAC-EUN-00836,3672,3,5,C02CW6H5H51,iMac 24,macOS 15.4,2024-12-15,2026-07-06,Managed
MAC-00837,MAC-EUW-00837,11330,4,3,C02DOSKBM5B,Mac mini,macOS 15.5,2026-05-18,2026-07-04,Managed
MAC-00838,MAC-EUW-00838,2094,4,11,C024PG3CZ2G,iMac 24,macOS 15.5,2025-06-25,2026-07-03,Managed
MAC-00839,MAC-SEA-00839,12078,5,3,C02X4V0RWUI,MacBook Pro 14,macOS 14.7,2025-03-19,2026-07-06,Managed
MAC-00840,MAC-BRS-00840,291,6,10,C02SR34QOB2,MacBook Pro 16,macOS 15.5,2025-07-06,2026-07-05,Managed
MAC-00841,MAC-BRS-00841,263,6,6,C0297JF4VWA,MacBook Pro 14,macOS 14.7,2025-01-18,2026-07-07,Managed
MAC-00842,MAC-USE-00842,12660,1,6,C02YO8HSL90,MacBook Pro 14,macOS 14.7,2024-07-18,2026-07-07,Managed
MAC-00843,MAC-EUW-00843,10272,4,10,C0273PURVDS,Mac mini,macOS 15.4,2025-03-30,2026-07-05,Managed
MAC-00844,MAC-EUN-00844,11217,3,7,C020T5RP5FQ,iMac 24,macOS 15.5,2024-12-07,2026-07-07,Managed
MAC-00845,MAC-SEA-00845,3878,5,11,C02OXMDCH7D,MacBook Air 13,macOS 15.4,2024-09-09,2026-07-05,Managed
MAC-00846,MAC-USW-00846,6868,2,6,C0280AJ6KNU,Mac mini,macOS 15.5,2025-07-26,2026-07-04,Managed
MAC-00847,MAC-USW-00847,3533,2,1,C0215FJPU3G,MacBook Pro 16,macOS 15.5,2025-07-01,2026-07-05,Managed
MAC-00848,MAC-USE-00848,374,1,11,C02C112PFZP,iMac 24,macOS 15.5,2025-01-08,2026-07-05,Managed
MAC-00849,MAC-BRS-00849,11020,6,1,C024JPXYBFY,iMac 24,macOS 15.5,2025-08-04,2026-07-05,Managed
MAC-00850,MAC-EUN-00850,12063,3,11,C02ENLMPIFF,MacBook Air 13,macOS 15.5,2025-02-01,2026-07-07,Managed
MAC-00851,MAC-USE-00851,10571,1,7,C02D10NRHZI,Mac mini,macOS 13.7,2025-10-21,2026-07-06,Managed
MAC-00852,MAC-BRS-00852,11498,6,1,C02YEDK6OU4,MacBook Air 13,macOS 15.5,2025-06-05,2026-07-06,Managed
MAC-00853,MAC-SEA-00853,2414,5,3,C02T2MU7Z1B,MacBook Air 13,macOS 15.5,2026-06-22,2026-07-05,Managed
MAC-00854,MAC-EUW-00854,4283,4,3,C02V8BXRPNQ,MacBook Air 13,macOS 15.5,2026-05-08,2026-07-06,Managed
MAC-00855,MAC-EUN-00855,9312,3,7,C02N6L9NLSE,MacBook Pro 16,macOS 15.5,2026-02-16,2026-07-05,Needs Attention
MAC-00856,MAC-BRS-00856,4902,6,9,C028I5Y63V8,MacBook Pro 14,macOS 15.5,2024-12-11,2026-07-06,Managed
MAC-00857,MAC-EUW-00857,11372,4,8,C02M0UG47CV,MacBook Pro 14,macOS 15.4,2025-12-08,2026-07-06,Managed
MAC-00858,MAC-EUW-00858,7371,4,10,C02QLCXTEI6,iMac 24,macOS 15.5,2026-02-14,2026-07-05,Managed
MAC-00859,MAC-USE-00859,2178,1,7,C02M00GW42A,MacBook Pro 14,macOS 15.5,2025-04-06,2026-07-04,Managed
MAC-00860,MAC-SEA-00860,3288,5,3,C02NA91RDJL,MacBook Pro 16,macOS 15.5,2024-10-21,2026-06-23,Managed
MAC-00861,MAC-SEA-00861,13940,5,6,C02SSSM3E28,MacBook Pro 14,macOS 15.5,2026-01-21,2026-07-05,Managed
MAC-00862,MAC-USE-00862,8603,1,6,C02RAEKXG5X,iMac 24,macOS 15.5,2026-05-14,2026-07-07,Managed
MAC-00863,MAC-USE-00863,13207,1,12,C02JYIIB4RY,MacBook Pro 16,macOS 15.5,2025-10-08,2026-07-05,Managed
MAC-00864,MAC-BRS-00864,7827,6,5,C021XJBOE2N,Mac mini,macOS 15.5,2026-06-06,2026-07-04,Managed
MAC-00865,MAC-USE-00865,5913,1,8,C024ALYSKL7,MacBook Air 13,macOS 15.5,2026-06-12,2026-07-04,Managed
MAC-00866,MAC-BRS-00866,7409,6,12,C024FNIP0HF,MacBook Air 13,macOS 15.5,2025-11-26,2026-07-05,Managed
MAC-00867,MAC-SEA-00867,13459,5,1,C02W7OR84MF,MacBook Air 13,macOS 15.5,2025-08-12,2026-07-04,Managed
MAC-00868,MAC-SEA-00868,13119,5,8,C02THM6XKEH,iMac 24,macOS 15.4,2026-05-28,2026-07-05,Retired
MAC-00869,MAC-BRS-00869,2423,6,2,C022FPE3DLL,MacBook Pro 16,macOS 14.7,2026-04-08,2026-07-05,Managed
MAC-00870,MAC-BRS-00870,8026,6,6,C02CAZPSJ5P,iMac 24,macOS 15.4,2025-11-07,2026-07-05,Managed
MAC-00871,MAC-BRS-00871,4179,6,5,C02TIV5K41T,MacBook Pro 16,macOS 15.5,2025-03-20,2026-07-06,Managed
MAC-00872,MAC-BRS-00872,9342,6,4,C02FTWEIQJ4,MacBook Pro 16,macOS 15.5,2025-09-01,2026-07-05,Managed
MAC-00873,MAC-EUW-00873,6331,4,5,C02OBASLVZE,MacBook Air 13,macOS 15.4,2025-07-15,2026-07-05,Managed
MAC-00874,MAC-EUN-00874,7,3,1,C02GRP66WE0,iMac 24,macOS 15.5,2024-08-15,2026-07-05,Managed
MAC-00875,MAC-EUN-00875,1117,3,11,C02DMZLCY9W,MacBook Pro 16,macOS 15.5,2026-02-21,2026-07-04,Managed
MAC-00876,MAC-USW-00876,12192,2,5,C02PV5ANWF7,MacBook Pro 16,macOS 15.5,2026-02-01,2026-07-07,Managed
MAC-00877,MAC-USE-00877,725,1,12,C02TLZWMJ7W,MacBook Pro 16,macOS 15.5,2025-06-17,2026-07-06,Managed
MAC-00878,MAC-BRS-00878,9407,6,3,C022FV5KSQX,MacBook Pro 14,macOS 15.4,2026-05-01,2026-07-05,Managed
MAC-00879,MAC-SEA-00879,9362,5,8,C02SM1OL16T,iMac 24,macOS 15.4,2024-12-27,2026-07-05,Managed
MAC-00880,MAC-EUW-00880,7292,4,1,C02X4THD8MH,MacBook Pro 16,macOS 15.4,2025-12-15,2026-07-06,Managed
MAC-00881,MAC-USE-00881,10521,1,11,C028NKAQTLM,Mac mini,macOS 13.7,2025-12-04,2026-07-04,Managed
MAC-00882,MAC-BRS-00882,6904,6,5,C024TZTTRTL,MacBook Pro 16,macOS 15.5,2026-06-10,2026-07-05,Managed
MAC-00883,MAC-SEA-00883,11543,5,6,C02Z5EQQ2RK,iMac 24,macOS 15.4,2026-02-13,2026-07-04,Managed
MAC-00884,MAC-USW-00884,11017,2,2,C02FH2P8LJQ,MacBook Pro 14,macOS 15.4,2025-05-20,2026-07-06,Needs Attention
MAC-00885,MAC-USE-00885,13651,1,9,C02D11W1PRK,MacBook Pro 16,macOS 14.7,2025-09-08,2026-07-04,Managed
MAC-00886,MAC-SEA-00886,6866,5,10,C02JL9TKGYG,Mac mini,macOS 15.4,2024-09-13,2026-07-06,Managed
MAC-00887,MAC-EUW-00887,4264,4,10,C02LFBFV2YG,iMac 24,macOS 15.5,2026-05-31,2026-07-06,Managed
MAC-00888,MAC-EUN-00888,5633,3,2,C0283P6DLAY,MacBook Pro 14,macOS 14.7,2025-09-06,2026-07-05,Managed
MAC-00889,MAC-SEA-00889,13599,5,1,C02GPB0T128,MacBook Air 13,macOS 14.7,2024-11-28,2026-07-04,Managed
MAC-00890,MAC-USW-00890,6955,2,1,C02BYAZCA7B,iMac 24,macOS 15.4,2026-03-08,2026-07-06,Managed
MAC-00891,MAC-SEA-00891,4626,5,1,C02EOT6ZI4D,Mac mini,macOS 15.5,2025-06-16,2026-07-05,Managed
MAC-00892,MAC-SEA-00892,10590,5,8,C027OZHTO6Y,MacBook Air 13,macOS 13.7,2024-09-21,2026-07-06,Managed
MAC-00893,MAC-SEA-00893,6718,5,10,C025WSI2Q5V,MacBook Pro 16,macOS 15.4,2025-03-23,2026-07-05,Managed
MAC-00894,MAC-EUW-00894,3679,4,5,C022OZQ5CTC,MacBook Air 13,macOS 14.7,2025-03-22,2026-07-03,Managed
MAC-00895,MAC-EUW-00895,11864,4,1,C02R97MTD8L,MacBook Pro 16,macOS 15.5,2025-01-29,2026-07-05,Managed
MAC-00896,MAC-SEA-00896,10651,5,8,C0289A9TVXK,MacBook Pro 16,macOS 15.5,2024-11-20,2026-07-04,Managed
MAC-00897,MAC-SEA-00897,3751,5,11,C02SO2OCK3O,MacBook Air 13,macOS 15.5,2026-04-17,2026-07-06,Managed
MAC-00898,MAC-USW-00898,12859,2,7,C0223NLVZSN,MacBook Pro 16,macOS 15.5,2026-01-24,2026-07-04,Managed
MAC-00899,MAC-EUN-00899,7232,3,6,C02R0FBGWA0,MacBook Air 13,macOS 14.7,2026-01-22,2026-07-06,Managed
MAC-00900,MAC-EUN-00900,9863,3,2,C027L52C2LI,MacBook Air 13,macOS 15.4,2026-03-20,2026-07-07,Managed
MAC-00901,MAC-USW-00901,8655,2,7,C02ZTM0EOJG,MacBook Pro 14,macOS 15.4,2026-02-01,2026-07-07,Managed
MAC-00902,MAC-USW-00902,4659,2,6,C0227BCGVP4,Mac mini,macOS 14.7,2024-09-20,2026-07-04,Managed
MAC-00903,MAC-USW-00903,606,2,10,C02JUH0MZLG,MacBook Air 13,macOS 15.4,2025-09-08,2026-07-07,Managed
MAC-00904,MAC-EUW-00904,3724,4,7,C02E4KYQDVK,MacBook Air 13,macOS 15.5,2025-05-29,2026-07-05,Managed
MAC-00905,MAC-EUW-00905,3464,4,1,C02AG3X9G48,Mac mini,macOS 14.7,2026-01-27,2026-05-18,Managed
MAC-00906,MAC-USW-00906,3872,2,12,C029DSTXP0U,Mac mini,macOS 15.4,2024-08-13,2026-07-07,Managed
MAC-00907,MAC-USW-00907,10787,2,4,C02KJ79HMHU,iMac 24,macOS 14.7,2024-11-02,2026-07-04,Needs Attention
MAC-00908,MAC-SEA-00908,4051,5,2,C024ZI3M85O,iMac 24,macOS 15.5,2024-09-11,2026-07-04,Managed
MAC-00909,MAC-USW-00909,1257,2,12,C02PLGBYE0S,iMac 24,macOS 15.5,2026-02-05,2026-07-05,Managed
MAC-00910,MAC-USW-00910,12787,2,5,C02GEEHII0K,MacBook Pro 16,macOS 15.4,2025-02-14,2026-07-05,Managed
MAC-00911,MAC-USW-00911,4347,2,3,C02RZ1413KK,MacBook Pro 16,macOS 15.5,2024-11-15,2026-07-06,Managed
MAC-00912,MAC-SEA-00912,1864,5,10,C02S3T12PYQ,MacBook Pro 14,macOS 15.5,2025-08-09,2026-07-07,Managed
MAC-00913,MAC-USE-00913,9061,1,6,C022CDPVO4S,MacBook Pro 16,macOS 15.5,2025-11-07,2026-07-05,Managed
MAC-00914,MAC-USE-00914,4994,1,5,C029O3QO3KR,MacBook Air 13,macOS 13.7,2025-05-18,2026-07-05,Managed
MAC-00915,MAC-EUW-00915,10652,4,11,C024PH64AC0,MacBook Pro 16,macOS 15.5,2024-12-30,2026-07-07,Managed
MAC-00916,MAC-EUN-00916,9729,3,5,C02TYG3DCNS,Mac mini,macOS 15.4,2026-04-21,2026-06-21,Managed
MAC-00917,MAC-BRS-00917,2060,6,6,C02HS6BEO1D,iMac 24,macOS 15.5,2025-09-10,2026-07-06,Managed
MAC-00918,MAC-USE-00918,10939,1,9,C02Y35Q8L5G,iMac 24,macOS 14.7,2025-02-18,2026-07-05,Managed
MAC-00919,MAC-EUN-00919,10071,3,5,C02YD7LW033,MacBook Pro 16,macOS 14.7,2025-08-04,2026-06-25,Managed
MAC-00920,MAC-EUN-00920,12743,3,8,C024LATXL1L,MacBook Air 13,macOS 15.4,2025-09-21,2026-07-07,Managed
MAC-00921,MAC-BRS-00921,1928,6,1,C02EYU3MUCG,Mac mini,macOS 14.7,2025-09-22,2026-07-04,Managed
MAC-00922,MAC-SEA-00922,12471,5,3,C02KKSDUB1B,MacBook Pro 16,macOS 15.4,2024-12-21,2026-06-27,Managed
MAC-00923,MAC-USW-00923,11502,2,5,C02FEB6H6K1,MacBook Air 13,macOS 15.5,2024-08-30,2026-07-06,Managed
MAC-00924,MAC-BRS-00924,11341,6,1,C029HLWGIK7,MacBook Pro 16,macOS 15.5,2024-09-24,2026-07-05,Managed
MAC-00925,MAC-USE-00925,1945,1,8,C02AYZTYN3X,MacBook Air 13,macOS 15.5,2024-11-17,2026-07-07,Managed
MAC-00926,MAC-SEA-00926,10127,5,2,C02FB04LZE4,MacBook Air 13,macOS 15.5,2025-11-24,2026-07-05,Managed
MAC-00927,MAC-SEA-00927,4202,5,4,C02ME6QEU99,Mac mini,macOS 15.4,2025-10-17,2026-07-06,Managed
MAC-00928,MAC-USW-00928,7042,2,5,C0274W92GGW,Mac mini,macOS 15.5,2025-11-03,2026-07-07,Managed
MAC-00929,MAC-USE-00929,8182,1,10,C024J9U9Q94,MacBook Air 13,macOS 15.4,2024-12-27,2026-07-06,Managed
MAC-00930,MAC-USW-00930,10101,2,7,C02TPSZE40R,iMac 24,macOS 15.4,2026-03-23,2026-06-23,Managed
MAC-00931,MAC-EUW-00931,13764,4,2,C02V56MH791,Mac mini,macOS 15.5,2026-06-15,2026-07-04,Managed
MAC-00932,MAC-EUN-00932,9467,3,9,C027AUSKQ9S,Mac mini,macOS 15.5,2025-05-27,2026-07-06,Managed
MAC-00933,MAC-EUN-00933,10470,3,5,C02OP3K85EV,iMac 24,macOS 15.5,2024-09-18,2026-07-07,Managed
MAC-00934,MAC-USW-00934,3584,2,1,C026T2Q0O5H,MacBook Pro 14,macOS 15.5,2025-08-12,2026-07-04,Managed
MAC-00935,MAC-USE-00935,7332,1,11,C02O0ROC7Z3,MacBook Pro 16,macOS 13.7,2025-03-14,2026-07-06,Managed
MAC-00936,MAC-USW-00936,13417,2,3,C028TPIMWNO,Mac mini,macOS 15.5,2026-05-03,2026-07-07,Managed
MAC-00937,MAC-SEA-00937,351,5,7,C02K37ABAPA,iMac 24,macOS 15.5,2026-06-26,2026-07-06,Managed
MAC-00938,MAC-USE-00938,12209,1,12,C02DHR09PZ0,MacBook Pro 14,macOS 15.4,2024-10-31,2026-07-07,Managed
MAC-00939,MAC-USW-00939,8552,2,10,C02L73BFDHP,MacBook Pro 14,macOS 14.7,2026-02-19,2026-07-05,Managed
MAC-00940,MAC-EUN-00940,9992,3,9,C026HWPH34Z,MacBook Pro 16,macOS 15.4,2025-07-31,2026-07-04,Managed
MAC-00941,MAC-USW-00941,2401,2,6,C02TEVHZART,MacBook Pro 14,macOS 15.4,2025-03-05,2026-07-05,Managed
MAC-00942,MAC-EUN-00942,9972,3,12,C02HHJI3RST,Mac mini,macOS 15.5,2025-05-02,2026-07-04,Managed
MAC-00943,MAC-USE-00943,10862,1,4,C02P1Y6O7NH,MacBook Air 13,macOS 15.4,2025-10-16,2026-07-07,Managed
MAC-00944,MAC-EUN-00944,487,3,5,C029S1X8SGR,MacBook Air 13,macOS 15.5,2026-05-29,2026-07-04,Managed
MAC-00945,MAC-USE-00945,7372,1,9,C0262EU9CVA,Mac mini,macOS 15.5,2026-03-09,2026-07-07,Managed
MAC-00946,MAC-SEA-00946,11071,5,1,C021PJ8LX4Z,MacBook Pro 14,macOS 15.5,2024-11-05,2026-07-01,Managed
MAC-00947,MAC-EUW-00947,6556,4,3,C02W39O4ECD,Mac mini,macOS 15.5,2024-07-17,2026-07-06,Needs Attention
MAC-00948,MAC-EUW-00948,6394,4,8,C02DUZ9UEOX,MacBook Air 13,macOS 15.5,2024-10-01,2026-07-06,Managed
MAC-00949,MAC-SEA-00949,12798,5,6,C02MNI64EWJ,iMac 24,macOS 15.5,2026-06-18,2026-07-05,Managed
MAC-00950,MAC-USE-00950,2645,1,9,C02AHDOODI0,MacBook Air 13,macOS 15.5,2024-09-04,2026-07-04,Managed
MAC-00951,MAC-USW-00951,636,2,7,C02XKXV0EO8,Mac mini,macOS 15.5,2025-01-25,2026-07-05,Managed
MAC-00952,MAC-EUW-00952,2430,4,9,C02VOECA786,MacBook Air 13,macOS 15.4,2025-04-30,2026-07-05,Managed
MAC-00953,MAC-EUW-00953,7327,4,2,C02UNS3Z8BN,iMac 24,macOS 15.4,2024-12-13,2026-06-24,Managed
MAC-00954,MAC-USE-00954,4094,1,3,C021PN7G719,MacBook Pro 14,macOS 15.4,2026-01-25,2026-07-07,Managed
MAC-00955,MAC-SEA-00955,937,5,2,C02S6OIAXRE,MacBook Pro 14,macOS 15.4,2025-05-10,2026-07-07,Managed
MAC-00956,MAC-USW-00956,1837,2,7,C02VDIOD4L5,iMac 24,macOS 15.5,2025-07-17,2026-06-17,Managed
MAC-00957,MAC-EUW-00957,9890,4,12,C02DS687L8S,MacBook Pro 14,macOS 15.5,2024-11-20,2026-06-24,Needs Attention
MAC-00958,MAC-EUW-00958,6843,4,12,C026D14BHWT,Mac mini,macOS 14.7,2025-07-09,2026-07-04,Managed
MAC-00959,MAC-SEA-00959,6514,5,2,C02SNW3RJG3,MacBook Pro 14,macOS 13.7,2025-06-15,2026-07-04,Managed
MAC-00960,MAC-EUW-00960,8902,4,6,C02UNOEDH7Y,Mac mini,macOS 15.5,2025-07-01,2026-07-05,Managed
MAC-00961,MAC-EUN-00961,10358,3,7,C02ETNA8RWI,MacBook Pro 16,macOS 15.4,2025-05-05,2026-07-04,Managed
MAC-00962,MAC-EUN-00962,3425,3,2,C02GQYQATOH,MacBook Pro 14,macOS 15.5,2024-12-13,2026-07-06,Managed
MAC-00963,MAC-EUW-00963,12596,4,5,C026S5VQ58H,Mac mini,macOS 15.5,2025-06-03,2026-07-06,Managed
MAC-00964,MAC-USW-00964,9823,2,10,C02PWQ48TGG,iMac 24,macOS 15.5,2024-11-14,2026-07-05,Managed
MAC-00965,MAC-SEA-00965,12788,5,9,C026O7BQJD9,iMac 24,macOS 15.5,2025-09-24,2026-07-07,Managed
MAC-00966,MAC-EUW-00966,13632,4,2,C02F8Q6UC6W,Mac mini,macOS 15.5,2026-02-20,2026-07-07,Managed
MAC-00967,MAC-EUN-00967,906,3,1,C024A8IH9VM,Mac mini,macOS 15.5,2026-05-24,2026-07-06,Managed
MAC-00968,MAC-USE-00968,2597,1,6,C02JUPUOVOU,MacBook Air 13,macOS 15.5,2024-12-16,2026-07-05,Managed
MAC-00969,MAC-SEA-00969,6600,5,3,C02R09O5BIQ,Mac mini,macOS 14.7,2025-08-22,2026-07-04,Managed
MAC-00970,MAC-EUW-00970,8158,4,12,C02I3L8XB03,Mac mini,macOS 15.5,2025-02-05,2026-07-05,Managed
MAC-00971,MAC-USW-00971,4146,2,2,C022ZVX5D8J,MacBook Pro 16,macOS 14.7,2026-01-05,2026-07-05,Managed
MAC-00972,MAC-EUN-00972,3586,3,12,C02U29JFS8H,MacBook Pro 14,macOS 15.5,2025-10-16,2026-07-05,Managed
MAC-00973,MAC-USW-00973,7357,2,2,C02SCD1ZC1G,iMac 24,macOS 15.4,2025-04-13,2026-07-05,Managed
MAC-00974,MAC-BRS-00974,3086,6,11,C027KB13JFD,MacBook Pro 14,macOS 15.4,2025-06-26,2026-06-28,Managed
MAC-00975,MAC-EUN-00975,2040,3,3,C02EY4PG0JX,MacBook Pro 14,macOS 14.7,2024-11-29,2026-07-04,Managed
MAC-00976,MAC-USW-00976,11058,2,9,C0230SRHLAZ,MacBook Pro 14,macOS 14.7,2025-04-04,2026-07-05,Managed
MAC-00977,MAC-USW-00977,3078,2,6,C0267UHHYCT,Mac mini,macOS 15.5,2025-04-02,2026-07-04,Managed
MAC-00978,MAC-USW-00978,3251,2,12,C02S6JUNPQM,MacBook Air 13,macOS 15.5,2025-07-12,2026-07-04,Managed
MAC-00979,MAC-USW-00979,9210,2,2,C02D6MTLPN9,MacBook Air 13,macOS 14.7,2025-11-09,2026-07-05,Retired
MAC-00980,MAC-EUW-00980,8391,4,12,C02C2KHQ0B7,MacBook Pro 16,macOS 15.5,2026-03-22,2026-07-04,Managed
MAC-00981,MAC-EUW-00981,8412,4,3,C02KHY6Q0HS,Mac mini,macOS 15.4,2026-01-31,2026-07-04,Managed
MAC-00982,MAC-USE-00982,3634,1,1,C02EL5TO9CJ,MacBook Pro 16,macOS 15.4,2024-11-06,2026-07-04,Managed
MAC-00983,MAC-BRS-00983,4783,6,2,C02M5CNQNI5,Mac mini,macOS 15.5,2026-03-12,2026-07-05,Managed
MAC-00984,MAC-BRS-00984,329,6,4,C0299OKRCLH,MacBook Pro 14,macOS 15.5,2026-03-18,2026-07-07,Managed
MAC-00985,MAC-BRS-00985,12618,6,7,C02X5T1GS1V,MacBook Air 13,macOS 15.5,2025-03-19,2026-07-06,Managed
MAC-00986,MAC-SEA-00986,8570,5,2,C02VPFGDXDN,iMac 24,macOS 15.5,2024-08-23,2026-07-07,Managed
MAC-00987,MAC-SEA-00987,5414,5,12,C02Y6X3P4V3,MacBook Pro 14,macOS 15.5,2025-02-16,2026-06-29,Managed
MAC-00988,MAC-SEA-00988,5915,5,7,C02KQBX550H,Mac mini,macOS 15.5,2025-08-24,2026-07-06,Managed
MAC-00989,MAC-EUN-00989,2509,3,12,C02Q84I3RZU,Mac mini,macOS 15.5,2026-05-15,2026-07-06,Managed
MAC-00990,MAC-SEA-00990,8500,5,5,C02FK5YDXS5,iMac 24,macOS 15.4,2025-04-19,2026-07-07,Enrollment Pending
MAC-00991,MAC-EUN-00991,1738,3,6,C029FMTYRUG,MacBook Air 13,macOS 15.4,2025-07-29,2026-07-07,Managed
MAC-00992,MAC-USW-00992,1643,2,1,C027941ASPP,MacBook Pro 14,macOS 13.7,2025-01-29,2026-07-06,Managed
MAC-00993,MAC-USW-00993,5743,2,5,C02LAX8RH14,MacBook Pro 14,macOS 15.5,2024-11-07,2026-06-24,Managed
MAC-00994,MAC-EUW-00994,1162,4,7,C02ZTDHUDMJ,iMac 24,macOS 15.5,2025-07-31,2026-07-06,Retired
MAC-00995,MAC-USE-00995,4461,1,9,C02B0G00A2N,iMac 24,macOS 15.5,2025-05-12,2026-07-07,Managed
MAC-00996,MAC-BRS-00996,11808,6,7,C02DB2BP7TM,iMac 24,macOS 15.5,2025-03-04,2026-07-04,Managed
MAC-00997,MAC-EUN-00997,6891,3,4,C02OR2605TO,MacBook Air 13,macOS 15.4,2024-09-20,2026-07-05,Managed
