CloudPCID,CloudPCName,UserKey,RegionKey,BUKey,ProvisioningPolicy,LicenseSKU,Status,vCPU,MemoryGB,DiskGB,DiskType,OSVersion,IPAddress,AzureResourceGroup,ProvisionedDate,EnrolledDate,LastLoginDate,DaysSinceLastLogin,InactivityBucket
CPC-00096,CPC-EUW-00096,96,4,6,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.0.96,rg-w365-euw-06,2026-04-17,2026-04-17,2026-06-29,8,Active <15 Days
CPC-00097,CPC-SEA-00097,97,5,11,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.5.0.97,rg-w365-sea-11,2026-03-12,2026-03-12,2026-06-28,9,Active <15 Days
CPC-00098,CPC-USW-00098,98,2,7,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.0.98,rg-w365-usw-07,2025-08-13,2025-08-14,2026-06-23,14,Active <15 Days
CPC-00099,CPC-EUN-00099,99,3,10,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.3.0.99,rg-w365-eun-10,2025-11-08,2025-11-09,2026-06-27,10,Active <15 Days
CPC-00100,CPC-EUW-00100,100,4,10,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.4.0.100,rg-w365-euw-10,2025-09-20,2025-09-20,2026-06-23,14,Active <15 Days
CPC-00101,CPC-SEA-00101,101,5,9,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.5.0.101,rg-w365-sea-09,2025-08-30,2025-09-01,2026-06-24,13,Active <15 Days
CPC-00102,CPC-BRS-00102,102,6,8,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.0.102,rg-w365-brs-08,2025-07-02,2025-07-04,2026-06-11,26,15-45 Days
CPC-00103,CPC-BRS-00103,103,6,1,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.0.103,rg-w365-brs-01,2026-01-21,2026-01-21,2026-06-23,14,Active <15 Days
CPC-00104,CPC-USE-00104,104,1,3,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.1.0.104,rg-w365-use-03,2026-02-07,2026-02-08,2026-04-03,95,45+ Days
CPC-00105,CPC-EUN-00105,105,3,9,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.3.0.105,rg-w365-eun-09,2026-04-04,2026-04-04,2026-07-06,1,Active <15 Days
CPC-00106,CPC-USW-00106,106,2,6,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.0.106,rg-w365-usw-06,2026-04-20,2026-04-22,2026-07-03,4,Active <15 Days
CPC-00107,CPC-SEA-00107,107,5,1,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.0.107,rg-w365-sea-01,2025-10-10,2025-10-10,2026-07-07,0,Active <15 Days
CPC-00108,CPC-EUN-00108,108,3,3,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.108,rg-w365-eun-03,2025-11-20,2025-11-21,2026-06-26,11,Active <15 Days
CPC-00109,CPC-BRS-00109,109,6,12,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.6.0.109,rg-w365-brs-12,2025-12-12,2025-12-14,2026-06-24,13,Active <15 Days
CPC-00110,CPC-USW-00110,110,2,12,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.0.110,rg-w365-usw-12,2025-06-02,2025-06-02,2026-07-06,1,Active <15 Days
CPC-00111,CPC-EUN-00111,111,3,11,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 10 Enterprise 22H2,10.3.0.111,rg-w365-eun-11,2026-05-02,2026-05-02,2026-04-28,70,45+ Days
CPC-00112,CPC-EUN-00112,112,3,1,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.112,rg-w365-eun-01,2026-02-13,2026-02-15,2026-06-28,9,Active <15 Days
CPC-00113,CPC-USW-00113,113,2,8,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.0.113,rg-w365-usw-08,2026-02-19,2026-02-21,2026-07-03,4,Active <15 Days
CPC-00114,CPC-SEA-00114,114,5,6,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.0.114,rg-w365-sea-06,2025-10-01,2025-10-01,2026-06-26,11,Active <15 Days
CPC-00115,CPC-BRS-00115,115,6,3,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.6.0.115,rg-w365-brs-03,2025-12-11,2025-12-13,2026-06-25,12,Active <15 Days
CPC-00116,CPC-BRS-00116,116,6,6,W365-LATAM-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Ephemeral,Windows 11 Enterprise 23H2,10.6.0.116,rg-w365-brs-06,2026-01-29,2026-01-31,2026-07-05,2,Active <15 Days
CPC-00117,CPC-BRS-00117,117,6,1,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.0.117,rg-w365-brs-01,2026-01-27,2026-01-27,2026-07-01,6,Active <15 Days
CPC-00118,CPC-EUW-00118,118,4,9,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.4.0.118,rg-w365-euw-09,2025-08-23,2025-08-24,2026-06-30,7,Active <15 Days
CPC-00119,CPC-BRS-00119,119,6,9,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.6.0.119,rg-w365-brs-09,2025-06-04,2025-06-06,2026-06-29,8,Active <15 Days
CPC-00120,CPC-EUN-00120,120,3,5,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.120,rg-w365-eun-05,2026-05-30,2026-06-01,2026-07-07,0,Active <15 Days
CPC-00121,CPC-USE-00121,121,1,2,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.0.121,rg-w365-use-02,2026-05-26,2026-05-28,2026-06-25,12,Active <15 Days
CPC-00122,CPC-EUW-00122,122,4,7,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.0.122,rg-w365-euw-07,2026-04-11,2026-04-11,2026-07-07,0,Active <15 Days
CPC-00123,CPC-SEA-00123,123,5,2,W365-APAC-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.5.0.123,rg-w365-sea-02,2026-01-07,2026-01-08,2026-07-02,5,Active <15 Days
CPC-00124,CPC-BRS-00124,124,6,9,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.0.124,rg-w365-brs-09,2026-01-27,2026-01-28,2026-07-01,6,Active <15 Days
CPC-00125,CPC-SEA-00125,125,5,1,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.0.125,rg-w365-sea-01,2025-09-19,2025-09-19,2026-07-03,4,Active <15 Days
CPC-00126,CPC-USE-00126,126,1,10,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.0.126,rg-w365-use-10,2025-06-16,2025-06-16,2026-06-28,9,Active <15 Days
CPC-00127,CPC-SEA-00127,127,5,6,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.0.127,rg-w365-sea-06,2025-08-07,2025-08-07,2026-06-25,12,Active <15 Days
CPC-00128,CPC-EUW-00128,128,4,9,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.0.128,rg-w365-euw-09,2025-09-20,2025-09-20,2026-07-01,6,Active <15 Days
CPC-00129,CPC-SEA-00129,129,5,11,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.5.0.129,rg-w365-sea-11,2025-10-13,2025-10-14,2026-06-27,10,Active <15 Days
CPC-00130,CPC-EUW-00130,130,4,9,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.4.0.130,rg-w365-euw-09,2026-06-06,2026-06-08,2026-06-26,11,Active <15 Days
CPC-00131,CPC-EUN-00131,131,3,10,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.131,rg-w365-eun-10,2026-04-14,2026-04-14,2026-06-23,14,Active <15 Days
CPC-00132,CPC-SEA-00132,132,5,11,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,InGracePeriod,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.0.132,rg-w365-sea-11,2026-06-21,2026-06-22,2026-06-29,8,Active <15 Days
CPC-00133,CPC-BRS-00133,133,6,3,W365-LATAM-Standard,W365 Enterprise 8vCPU/32GB/512GB,InGracePeriod,8,32,512,Standard SSD,Windows 11 Enterprise 24H2,10.6.0.133,rg-w365-brs-03,2025-06-21,2025-06-23,2026-06-26,11,Active <15 Days
CPC-00134,CPC-BRS-00134,134,6,1,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,PendingProvisioning,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.0.134,rg-w365-brs-01,2025-09-16,2025-09-16,2026-07-02,5,Active <15 Days
CPC-00135,CPC-SEA-00135,135,5,12,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Ephemeral,Windows 11 Enterprise 24H2,10.5.0.135,rg-w365-sea-12,2025-09-03,2025-09-04,2026-07-06,1,Active <15 Days
CPC-00136,CPC-USW-00136,136,2,2,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,InGracePeriod,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.2.0.136,rg-w365-usw-02,2026-06-05,2026-06-07,2026-07-01,6,Active <15 Days
CPC-00137,CPC-EUN-00137,137,3,8,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.137,rg-w365-eun-08,2025-11-30,2025-11-30,2026-06-30,7,Active <15 Days
CPC-00138,CPC-BRS-00138,138,6,12,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.6.0.138,rg-w365-brs-12,2025-09-15,2025-09-15,2026-05-09,59,45+ Days
CPC-00139,CPC-USE-00139,139,1,8,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.1.0.139,rg-w365-use-08,2025-12-10,2025-12-11,2026-06-26,11,Active <15 Days
CPC-00140,CPC-EUW-00140,140,4,9,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.4.0.140,rg-w365-euw-09,2025-08-04,2025-08-05,2026-06-25,12,Active <15 Days
CPC-00141,CPC-EUN-00141,141,3,12,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.3.0.141,rg-w365-eun-12,2026-05-18,2026-05-18,2026-06-27,10,Active <15 Days
CPC-00142,CPC-BRS-00142,142,6,6,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.6.0.142,rg-w365-brs-06,2025-09-26,2025-09-26,2026-06-29,8,Active <15 Days
CPC-00143,CPC-EUN-00143,143,3,9,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.0.143,rg-w365-eun-09,2025-10-04,2025-10-06,2026-06-30,7,Active <15 Days
CPC-00144,CPC-USW-00144,144,2,5,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.2.0.144,rg-w365-usw-05,2026-02-13,2026-02-13,2026-06-24,13,Active <15 Days
CPC-00145,CPC-USW-00145,145,2,5,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.0.145,rg-w365-usw-05,2025-08-17,2025-08-19,2026-07-07,0,Active <15 Days
CPC-00146,CPC-USW-00146,146,2,7,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.2.0.146,rg-w365-usw-07,2025-11-05,2025-11-07,2026-07-07,0,Active <15 Days
CPC-00147,CPC-BRS-00147,147,6,3,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.0.147,rg-w365-brs-03,2026-02-18,2026-02-19,2026-06-23,14,Active <15 Days
CPC-00148,CPC-USW-00148,148,2,12,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.2.0.148,rg-w365-usw-12,2025-06-15,2025-06-15,2026-05-23,45,15-45 Days
CPC-00149,CPC-EUW-00149,149,4,2,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.0.149,rg-w365-euw-02,2025-08-12,2025-08-13,2026-07-07,0,Active <15 Days
CPC-00150,CPC-EUN-00150,150,3,11,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.150,rg-w365-eun-11,2025-08-23,2025-08-23,2026-07-01,6,Active <15 Days
CPC-00151,CPC-USE-00151,151,1,4,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Ephemeral,Windows 11 Enterprise 24H2,10.1.0.151,rg-w365-use-04,2026-01-17,2026-01-19,2026-07-07,0,Active <15 Days
CPC-00152,CPC-BRS-00152,152,6,9,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.0.152,rg-w365-brs-09,2026-05-07,2026-05-09,2026-06-24,13,Active <15 Days
CPC-00153,CPC-BRS-00153,153,6,6,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.0.153,rg-w365-brs-06,2025-08-07,2025-08-09,2026-06-25,12,Active <15 Days
CPC-00154,CPC-EUN-00154,154,3,7,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.154,rg-w365-eun-07,2025-08-23,2025-08-24,2026-06-29,8,Active <15 Days
CPC-00155,CPC-SEA-00155,155,5,10,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.0.155,rg-w365-sea-10,2025-10-31,2025-11-02,2026-07-06,1,Active <15 Days
CPC-00156,CPC-USW-00156,156,2,9,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.0.156,rg-w365-usw-09,2025-12-19,2025-12-20,2026-06-27,10,Active <15 Days
CPC-00157,CPC-EUN-00157,157,3,9,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.157,rg-w365-eun-09,2026-03-04,2026-03-06,2026-07-02,5,Active <15 Days
CPC-00158,CPC-BRS-00158,158,6,12,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 10 Enterprise 22H2,10.6.0.158,rg-w365-brs-12,2025-07-25,2025-07-27,2026-06-26,11,Active <15 Days
CPC-00159,CPC-EUN-00159,159,3,8,W365-EMEA-North-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Ephemeral,Windows 11 Enterprise 23H2,10.3.0.159,rg-w365-eun-08,2026-03-03,2026-03-03,2026-06-25,12,Active <15 Days
CPC-00160,CPC-USW-00160,160,2,3,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.0.160,rg-w365-usw-03,2026-01-20,2026-01-22,2026-07-05,2,Active <15 Days
CPC-00161,CPC-EUN-00161,161,3,2,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.161,rg-w365-eun-02,2025-07-31,2025-08-02,2026-07-06,1,Active <15 Days
CPC-00162,CPC-USE-00162,162,1,4,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.0.162,rg-w365-use-04,2026-02-04,2026-02-04,2026-06-23,14,Active <15 Days
CPC-00163,CPC-USW-00163,163,2,10,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.2.0.163,rg-w365-usw-10,2025-11-01,2025-11-01,2026-06-28,9,Active <15 Days
CPC-00164,CPC-EUW-00164,164,4,3,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.0.164,rg-w365-euw-03,2026-01-05,2026-01-07,2026-06-26,11,Active <15 Days
CPC-00165,CPC-USW-00165,165,2,5,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.0.165,rg-w365-usw-05,2026-06-11,2026-06-13,2026-07-03,4,Active <15 Days
CPC-00166,CPC-EUW-00166,166,4,4,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.4.0.166,rg-w365-euw-04,2026-02-03,2026-02-05,2026-07-03,4,Active <15 Days
CPC-00167,CPC-SEA-00167,167,5,3,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.0.167,rg-w365-sea-03,2025-07-18,2025-07-19,2026-06-27,10,Active <15 Days
CPC-00168,CPC-EUW-00168,168,4,7,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.0.168,rg-w365-euw-07,2025-11-05,2025-11-07,2026-07-04,3,Active <15 Days
CPC-00169,CPC-USW-00169,169,2,6,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.0.169,rg-w365-usw-06,2025-06-25,2025-06-26,2026-07-07,0,Active <15 Days
CPC-00170,CPC-EUN-00170,170,3,2,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.170,rg-w365-eun-02,2026-06-05,2026-06-07,2026-06-29,8,Active <15 Days
CPC-00171,CPC-EUN-00171,171,3,7,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.171,rg-w365-eun-07,2026-05-31,2026-06-02,2026-07-02,5,Active <15 Days
CPC-00172,CPC-USW-00172,172,2,1,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.0.172,rg-w365-usw-01,2026-04-06,2026-04-08,2026-07-02,5,Active <15 Days
CPC-00173,CPC-USW-00173,173,2,3,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.0.173,rg-w365-usw-03,2025-09-04,2025-09-04,2026-03-25,104,45+ Days
CPC-00174,CPC-EUN-00174,174,3,8,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/256GB,InGracePeriod,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.3.0.174,rg-w365-eun-08,2025-12-11,2025-12-13,2026-07-05,2,Active <15 Days
CPC-00175,CPC-USW-00175,175,2,5,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Ephemeral,Windows 11 Enterprise 24H2,10.2.0.175,rg-w365-usw-05,2025-10-11,2025-10-13,2026-07-05,2,Active <15 Days
CPC-00176,CPC-BRS-00176,176,6,12,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.0.176,rg-w365-brs-12,2026-01-05,2026-01-07,2026-07-02,5,Active <15 Days
CPC-00177,CPC-EUW-00177,177,4,1,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.0.177,rg-w365-euw-01,2025-10-25,2025-10-25,2026-04-11,87,45+ Days
CPC-00178,CPC-USE-00178,178,1,10,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.0.178,rg-w365-use-10,2026-01-23,2026-01-25,2026-07-03,4,Active <15 Days
CPC-00179,CPC-USE-00179,179,1,10,W365-US-East-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.1.0.179,rg-w365-use-10,2026-06-18,2026-06-18,2026-05-24,44,15-45 Days
CPC-00180,CPC-EUN-00180,180,3,10,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Ephemeral,Windows 11 Enterprise 24H2,10.3.0.180,rg-w365-eun-10,2025-07-24,2025-07-24,2026-06-27,10,Active <15 Days
CPC-00181,CPC-USE-00181,181,1,8,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.1.0.181,rg-w365-use-08,2025-08-17,2025-08-18,2026-05-18,50,45+ Days
CPC-00182,CPC-SEA-00182,182,5,12,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Deprovisioning,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.0.182,rg-w365-sea-12,2026-06-18,2026-06-20,2026-07-02,5,Active <15 Days
CPC-00183,CPC-USE-00183,183,1,8,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.1.0.183,rg-w365-use-08,2026-04-17,2026-04-17,2026-07-07,0,Active <15 Days
CPC-00184,CPC-EUW-00184,184,4,5,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.0.184,rg-w365-euw-05,2026-06-07,2026-06-08,2026-07-06,1,Active <15 Days
CPC-00185,CPC-SEA-00185,185,5,3,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.0.185,rg-w365-sea-03,2025-11-05,2025-11-05,2026-06-25,12,Active <15 Days
CPC-00186,CPC-BRS-00186,186,6,2,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.0.186,rg-w365-brs-02,2025-12-27,2025-12-29,2026-06-30,7,Active <15 Days
CPC-00187,CPC-EUN-00187,187,3,6,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.0.187,rg-w365-eun-06,2025-07-14,2025-07-15,2026-06-25,12,Active <15 Days
CPC-00188,CPC-EUN-00188,188,3,3,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.0.188,rg-w365-eun-03,2026-05-19,2026-05-20,2026-07-04,3,Active <15 Days
CPC-00189,CPC-SEA-00189,189,5,10,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.0.189,rg-w365-sea-10,2026-04-22,2026-04-23,2026-06-29,8,Active <15 Days
CPC-00190,CPC-BRS-00190,190,6,8,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.6.0.190,rg-w365-brs-08,2025-11-19,2025-11-19,2026-07-05,2,Active <15 Days
CPC-00191,CPC-USW-00191,191,2,10,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.0.191,rg-w365-usw-10,2025-05-16,2025-05-18,2026-07-04,3,Active <15 Days
